time,open,high,low,close,volume,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2022-12-27 09:00:00,16849.79,16882.03,16839.65,16876.95,6741.69844,113661118.5213822,229194.0,3417.44128,57617030.9844459
2022-12-27 10:00:00,16876.95,16878.95,16850.55,16859.25,6261.89844,105594309.8296419,210452.0,2965.0374,49999929.5383835
2022-12-27 11:00:00,16858.94,16862.61,16806.57,16832.4,7060.12213,118850884.5850345,211961.0,3342.71961,56271463.021257
2022-12-27 12:00:00,16832.01,16839.0,16798.0,16812.0,7857.01286,132193838.5465545,239814.0,3920.18381,65958251.5115322
2022-12-27 13:00:00,16812.0,16838.21,16801.91,16819.8,6261.20351,105327623.4916906,221307.0,3125.66483,52581167.5085665
2022-12-27 14:00:00,16819.44,16830.66,16733.21,16772.25,12566.66988,210898315.4368816,335510.0,6094.33039,102280661.1871626
2022-12-27 15:00:00,16771.85,16839.49,16745.35,16799.78,11498.52707,193188240.2423868,313810.0,5819.1253,97766334.5962389
2022-12-27 16:00:00,16799.92,16804.98,16757.75,16777.2,8182.6564,137321271.5571722,236256.0,4039.67308,67794548.8112843
2022-12-27 17:00:00,16777.2,16784.33,16620.04,16679.7,12187.11401,203700806.4550389,284134.0,6009.17352,100433067.2386824
2022-12-27 18:00:00,16680.28,16683.67,16613.16,16636.46,9409.1743,156694957.8588625,238991.0,4754.37639,79178259.7018748
2022-12-27 19:00:00,16636.46,16691.63,16592.37,16690.75,8410.39722,140026585.9570077,198784.0,4292.2175,71467036.2582707
2022-12-27 20:00:00,16690.75,16697.52,16656.72,16666.46,6712.60077,111956382.6878293,176283.0,3299.98845,55040231.6765524
2022-12-27 21:00:00,16666.46,16716.93,16651.03,16703.55,5579.12972,93010393.8238237,159021.0,2909.78193,48510856.123685
2022-12-27 22:00:00,16702.83,16708.8,16686.39,16690.96,4568.38229,76280818.5687934,139102.0,2177.43227,36358371.3790633
2022-12-27 23:00:00,16690.96,16723.24,16684.82,16706.36,5322.18775,88914563.0506905,159588.0,2630.63458,43948865.6044902
2022-12-28 00:00:00,16706.06,16724.69,16667.28,16686.23,6210.69991,103732225.5717082,179350.0,3076.11803,51378364.0142421
2022-12-28 01:00:00,16686.23,16755.2,16649.99,16695.55,8339.49451,139253607.4363261,236617.0,4165.05421,69550946.3978881
2022-12-28 02:00:00,16695.55,16713.41,16677.42,16683.81,5590.53803,93323477.61166,192820.0,2785.93333,46506518.2178667
2022-12-28 03:00:00,16683.81,16694.68,16559.79,16650.65,14186.30434,235948098.0400456,327548.0,6867.55874,114227862.099654
2022-12-28 04:00:00,16650.65,16678.85,16641.25,16660.44,5941.38788,98982928.2635851,182872.0,3051.14129,50831330.3374742
2022-12-28 05:00:00,16660.15,16668.0,16585.71,16602.98,10723.34379,178308650.665319,280386.0,5341.59348,88821002.326493
2022-12-28 06:00:00,16603.96,16622.09,16592.18,16612.64,6234.50254,103549614.3094849,198824.0,3173.23121,52705500.7767989
2022-12-28 07:00:00,16612.21,16655.17,16610.99,16647.16,5898.29249,98144388.3061953,185072.0,2967.6358,49379944.4871751
2022-12-28 08:00:00,16647.16,16666.58,16632.0,16643.65,6153.89812,102449690.0198474,215401.0,2977.75396,49573851.1850309
2022-12-28 09:00:00,16643.66,16681.0,16632.0,16659.0,6473.65633,107800714.8833887,206220.0,3348.01802,55754419.5968856
2022-12-28 10:00:00,16659.0,16682.0,16646.05,16665.33,6831.02222,113809378.8155405,206218.0,3216.25607,53585549.4779849
