time,open,high,low,close,volume,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2022-12-22 05:00:00,0.071978,0.072012,0.071928,0.071985,1208.6181,86.98342506,2516.0,663.1299,47.72684625
2022-12-22 06:00:00,0.071984,0.072088,0.071984,0.072059,1517.6758,109.34305606,2923.0,785.6729,56.60210725
2022-12-22 07:00:00,0.072058,0.072141,0.072039,0.072141,1312.038,94.58342665,2897.0,597.1133,43.04444321
2022-12-22 08:00:00,0.072141,0.072307,0.07213,0.072186,1965.2725,141.90489915,4306.0,1123.979,81.14956244
2022-12-22 09:00:00,0.072187,0.072429,0.072153,0.072329,2171.7132,156.99552757,5247.0,1279.4058,92.49615708
2022-12-22 10:00:00,0.072328,0.072404,0.072298,0.072343,1962.5534,141.99254177,3178.0,1215.7874,87.96227755
2022-12-22 11:00:00,0.072343,0.072402,0.072264,0.07231,1262.2815,91.29991058,2546.0,534.316,38.64773686
2022-12-22 12:00:00,0.072318,0.072364,0.07227,0.072278,1356.5453,98.10085191,2422.0,689.4668,49.86557225
2022-12-22 13:00:00,0.072279,0.072337,0.072028,0.072125,2244.7243,162.10244229,4608.0,960.56,69.37350351
2022-12-22 14:00:00,0.072124,0.072285,0.071513,0.071541,4735.9824,340.43258218,10259.0,1937.8498,139.42630827
2022-12-22 15:00:00,0.07154,0.071544,0.071193,0.071331,5653.476,403.06636602,9982.0,1943.8107,138.5696096
2022-12-22 16:00:00,0.07133,0.071488,0.071292,0.071468,2333.3521,166.5741986,3602.0,1395.8185,99.63658903
2022-12-22 17:00:00,0.071467,0.071567,0.071373,0.071562,2501.0861,178.77215489,4198.0,1421.3332,101.59774967
2022-12-22 18:00:00,0.071562,0.071688,0.071561,0.071574,1907.2608,136.59455502,3643.0,1021.5172,73.15886043
2022-12-22 19:00:00,0.071575,0.071738,0.071562,0.071719,1420.7581,101.79708846,2957.0,839.3276,60.13559026
2022-12-22 20:00:00,0.071718,0.073493,0.071718,0.072541,9418.0317,685.0814257,25795.0,4818.5158,350.08786567
2022-12-22 21:00:00,0.072542,0.072568,0.072288,0.072341,1777.7774,128.64646187,4223.0,751.4818,54.37257128
2022-12-22 22:00:00,0.07234,0.072415,0.072292,0.07237,1741.4917,126.01122897,2714.0,894.7714,64.74618035
2022-12-22 23:00:00,0.072377,0.072436,0.072301,0.072385,1642.9709,118.88834464,2626.0,749.5923,54.24478355
2022-12-23 00:00:00,0.072384,0.072463,0.072342,0.072423,1417.73,102.65367143,2987.0,714.212,51.71358633
2022-12-23 01:00:00,0.072424,0.072456,0.072365,0.072453,1222.2633,88.5132562,2940.0,636.6299,46.10293709
2022-12-23 02:00:00,0.072453,0.07281,0.072447,0.072671,2359.2232,171.17488456,4819.0,1383.9803,100.41524971
2022-12-23 03:00:00,0.072676,0.072797,0.072592,0.072728,1848.0007,134.32139579,3626.0,884.0571,64.25784263
